[7-9];0.41026311351
>9;0.405803571429
empeora;0.267361111111
estable;0.433007879411
mejora;0.405637544274
Medio_inestable;0.451423902894
Muy_inestable;0.459842314119

[7-9];0.35304576376
>9;0.164583333333
empeora;0.131944444444
estable;0.32829736211
mejora;0.330808080808
Medio_inestable;0.342125739185
Muy_inestable;0.328728070175

[7-9];0.243506493506
>9;0.142361111111
empeora;0.166666666667
estable;0.243884892086
mejora;0.306818181818
Medio_inestable;0.347222222222
Muy_inestable;0.267543859649

[7-9];0.430086580087
>9;0.2
empeora;0.263888888889
estable;0.433333333333
mejora;0.382575757576
Medio_inestable;0.48078898226
Muy_inestable;0.447368421053

[7-9];0.126082251082
>9;0.100694444444
empeora;0.0833333333333
estable;0.131294964029
mejora;0.0934343434343
Medio_inestable;0.167483660131
Muy_inestable;0.0614035087719

[7-9];0.159090909091
>9;0.0625
empeora;0.0625
estable;0.152278177458
mejora;0.0833333333333
Medio_inestable;0.114379084967
Muy_inestable;0.131578947368

[7-9];0.252164502165
>9;0.152777777778
empeora;0.125
estable;0.315073655361
mejora;0.332070707071
Medio_inestable;0.366013071895
Muy_inestable;0.414692982456

[7-9];0.168831168831
>9;0.0520833333333
empeora;0.0833333333333
estable;0.16726618705
mejora;0.171717171717
Medio_inestable;0.166666666667
Muy_inestable;0.125

[7-9];0.0194805194805
>9;0.0
empeora;0.0
estable;0.0575539568345
mejora;0.030303030303
Medio_inestable;0.0
Muy_inestable;0.0394736842105

